Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
23:21:13,90.78,14.85,19.71,67.18,4.52
23:21:33,94.04,35.37,15.19,29.57,26.87
23:21:53,5.33,93.51,59.06,45.2,71.36
23:22:13,74.86,9.26,51.1,63.96,35.27
23:22:33,15.75,86.89,36.89,17.43,80.84
23:22:53,66.34,56.74,95.87,99.97,15.69
23:23:13,68.34,94.1,57.09,24.3,78.43
23:23:33,16.58,29.86,1.22,53.27,37.45
23:23:53,59.53,30.36,64.94,45.42,46.01
23:24:13,50.96,46.88,39.2,67.67,84.56
23:24:33,16.71,32.61,49.72,75.68,44.68
23:24:53,75.92,24.95,2.13,8.38,30.78
23:25:13,34.39,5.94,16.92,65.21,14.97
23:25:33,54.47,58.32,37.11,42.14,54.75
23:25:53,6.24,17.17,19.48,61.0,9.99
23:26:13,83.64,5.55,53.3,95.22,30.99
23:26:33,57.81,9.69,38.67,52.68,32.46
23:26:53,32.75,18.35,27.75,0.87,56.07
23:27:13,88.38,2.51,13.73,25.46,31.08
23:27:33,58.94,76.47,66.6,65.75,76.67
23:27:53,22.57,16.88,33.62,8.15,84.52
23:28:13,10.47,80.11,30.26,24.27,52.02
23:28:33,55.56,50.06,90.58,71.77,85.64
23:28:53,83.53,86.93,87.87,64.5,65.03
23:29:13,39.07,92.7,97.81,69.84,75.33
23:29:33,68.63,92.73,22.85,57.86,6.64
23:29:53,86.34,26.06,69.21,96.29,77.81
23:30:13,60.53,12.74,70.16,20.25,41.89
23:30:33,49.42,21.29,87.77,76.45,85.75
23:30:53,35.87,72.84,4.89,37.48,1.26
23:31:13,75.92,73.31,9.45,73.49,81.12
23:31:33,38.95,88.97,24.59,69.3,99.29
23:31:53,52.09,31.14,81.76,58.27,44.11
23:32:13,93.98,62.94,18.11,26.69,29.12
23:32:33,10.73,71.72,26.23,36.31,43.3
23:32:53,88.3,95.91,99.98,70.63,99.7
23:33:13,79.7,15.47,56.54,95.52,7.66
23:33:33,54.73,18.15,53.05,63.66,29.95
23:33:53,38.75,21.26,58.5,29.47,27.85
23:34:13,7.86,14.62,39.15,10.08,36.16
23:34:33,37.23,66.18,92.01,19.84,16.09
23:34:53,61.91,86.01,11.37,36.95,12.54
23:35:13,99.34,98.33,12.44,9.1,42.11
23:35:33,61.02,45.43,79.15,52.33,98.53
23:35:53,80.13,32.49,19.54,45.24,56.26
23:36:13,36.44,24.63,30.76,44.81,52.17
23:36:33,13.25,37.39,42.25,54.7,10.29
23:36:53,57.66,78.95,25.52,64.32,92.64
23:37:13,14.57,28.43,57.09,72.98,20.5
23:37:33,78.05,53.66,25.37,13.01,14.41
23:37:53,27.56,46.07,77.13,41.83,37.72
23:38:13,45.75,38.27,7.9,70.58,51.31
23:38:33,91.08,29.85,0.47,46.99,92.04
23:38:53,57.91,9.76,66.88,67.78,18.74
23:39:13,26.17,60.31,63.42,42.93,35.65
23:39:33,35.2,59.0,93.92,84.13,62.63
23:39:53,13.5,83.91,6.14,58.57,92.73
23:40:13,8.89,48.71,90.61,58.86,10.63
23:40:33,17.35,9.32,24.08,70.81,92.98
23:40:53,99.91,21.43,93.55,94.25,74.84
23:41:14,62.63,34.71,34.75,65.08,51.25
23:41:34,14.16,27.05,55.87,91.26,76.4
23:41:54,95.78,57.27,44.53,46.45,44.93
23:42:14,44.19,69.57,30.12,43.69,70.37
23:42:34,60.51,25.76,67.15,61.21,87.26
23:42:54,61.77,74.92,17.81,93.67,78.62
23:43:14,63.82,74.37,46.57,18.06,37.66
23:43:34,89.98,14.63,15.92,50.13,62.56
23:43:54,58.19,67.79,85.42,35.73,99.39
23:44:14,47.27,75.49,76.29,7.75,59.49
23:44:34,93.41,74.6,81.42,56.54,73.97
23:44:54,0.49,18.35,0.1,10.63,76.48
23:45:14,9.41,68.33,97.57,59.45,46.65
23:45:34,31.26,37.94,40.8,34.73,37.72
23:45:54,45.11,97.78,18.65,33.23,30.63
23:46:14,99.9,9.99,88.41,49.19,71.47
23:46:34,45.26,24.68,53.0,45.79,30.49
23:46:54,48.33,99.17,99.26,79.08,79.9
23:47:14,75.29,72.53,45.31,0.63,44.39
23:47:34,69.4,11.39,22.7,6.62,30.06
23:47:54,59.08,45.6,67.2,87.25,18.59
23:48:14,7.18,59.89,97.33,69.26,74.75
23:48:34,83.37,33.8,48.26,21.56,14.64
23:48:54,23.36,29.05,35.82,60.32,13.24
23:49:14,22.64,51.72,58.64,77.19,25.67
23:49:34,90.18,56.0,50.79,15.78,53.34
23:49:54,98.93,55.12,80.79,30.48,5.82
23:50:14,26.12,15.68,3.87,75.59,93.22
23:50:34,29.82,0.91,13.54,66.3,83.09
23:50:54,7.23,25.84,65.83,48.15,25.34
