Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
00:45:10,77.61,75.37,56.77,38.42,74.36
00:45:30,51.82,18.55,38.78,46.65,65.95
00:45:50,2.06,82.55,66.73,52.29,85.8
00:46:10,99.97,30.26,51.63,41.09,26.13
00:46:30,53.35,32.06,14.11,0.95,70.85
00:46:50,48.13,45.39,61.93,30.03,49.32
00:47:10,85.07,32.93,76.57,42.29,82.72
00:47:30,59.51,85.02,8.56,48.71,73.11
00:47:50,58.1,99.91,3.23,38.67,37.28
00:48:10,69.03,51.19,57.72,84.62,99.77
00:48:30,46.12,75.4,89.19,46.16,51.62
00:48:50,58.73,91.64,97.55,70.87,50.58
00:49:10,10.04,37.24,34.44,23.4,70.42
00:49:30,35.81,70.42,96.93,87.35,61.42
00:49:50,18.19,7.02,34.37,8.77,23.18
00:50:10,6.13,25.81,97.27,39.09,59.31
00:50:30,45.86,60.63,28.97,8.01,42.2
00:50:50,61.99,14.83,70.37,23.45,46.26
00:51:10,46.66,55.83,24.65,18.63,43.42
00:51:30,26.62,46.45,4.91,99.43,72.74
00:51:50,91.63,99.05,65.34,55.54,20.07
00:52:10,94.23,84.12,14.39,22.63,66.39
00:52:30,44.01,53.99,88.0,20.71,26.08
00:52:50,43.1,7.18,44.34,40.22,74.96
00:53:10,60.93,50.39,37.6,14.44,91.94
00:53:30,96.51,21.73,3.22,45.87,44.8
00:53:50,22.95,96.8,87.61,93.31,46.11
00:54:10,14.19,41.8,78.95,33.92,75.02
00:54:30,34.52,5.16,36.78,98.83,28.06
00:54:50,88.91,57.84,19.9,36.2,11.49
00:55:10,29.35,66.8,90.41,17.9,52.6
00:55:30,60.13,24.63,7.53,81.04,79.67
00:55:50,51.86,23.35,97.29,63.42,22.92
00:56:10,94.56,12.77,71.44,54.06,41.27
00:56:30,56.69,74.24,83.41,36.71,25.33
00:56:50,4.99,13.69,99.5,75.33,82.23
00:57:10,1.71,17.45,69.24,49.53,31.26
00:57:30,7.33,5.39,77.06,97.57,84.6
00:57:50,79.16,9.44,89.82,69.1,79.55
00:58:10,43.29,22.21,20.71,28.97,74.38
00:58:30,85.2,50.75,18.52,96.25,7.71
00:58:50,82.78,13.01,83.27,39.15,29.02
00:59:10,54.26,48.52,46.35,7.04,22.1
00:59:30,51.62,16.82,79.15,91.37,20.33
00:59:50,59.24,5.43,21.45,19.54,24.8
01:00:10,47.09,40.78,41.61,99.72,45.24
01:00:30,36.04,75.25,7.59,45.64,12.63
01:00:50,36.69,6.16,71.14,3.8,99.64
01:01:10,80.96,7.91,12.79,54.11,63.7
01:01:30,63.74,73.91,88.05,68.36,77.41
01:01:50,71.88,90.73,72.84,34.37,82.11
01:02:10,75.83,64.13,9.9,97.66,56.7
01:02:30,83.13,10.26,11.84,34.67,31.41
01:02:50,63.09,55.34,26.91,43.4,15.38
01:03:10,90.94,75.53,54.91,68.04,48.34
01:03:30,56.14,70.66,68.69,13.76,41.48
01:03:50,12.24,11.72,67.43,81.38,61.98
01:04:10,48.93,98.53,83.97,74.3,78.3
01:04:30,33.28,68.83,17.97,32.57,80.51
01:04:50,16.63,30.09,84.29,65.48,98.04
01:05:10,50.12,3.39,40.61,45.98,77.82
01:05:30,21.18,4.33,98.64,74.85,65.29
01:05:50,67.51,77.39,73.49,4.02,67.57
01:06:10,0.1,69.42,19.21,43.57,98.97
01:06:30,74.79,2.11,9.21,67.78,40.87
01:06:50,32.64,46.16,33.25,46.68,92.87
01:07:10,8.71,62.38,76.09,62.94,59.22
01:07:30,64.8,7.98,49.1,61.67,78.03
01:07:50,56.57,33.89,64.54,77.54,31.96
01:08:10,93.44,19.61,56.42,46.52,43.89
01:08:30,43.73,85.37,13.31,77.18,9.16
01:08:50,16.89,40.8,55.99,52.01,81.87
01:09:10,37.05,58.61,9.42,26.78,63.62
01:09:30,13.14,94.88,42.12,52.43,98.78
01:09:50,12.18,98.66,79.3,47.19,22.85
01:10:10,57.29,72.0,88.38,32.52,86.59
01:10:30,19.51,6.84,9.88,74.51,58.4
01:10:50,80.19,51.47,52.73,5.6,63.12
01:11:10,46.88,27.07,45.8,51.2,55.47
01:11:30,61.02,20.82,76.98,85.91,91.0
01:11:50,87.27,84.73,38.74,28.24,62.16
01:12:10,72.87,43.98,65.52,77.8,96.39
01:12:30,66.75,37.08,43.12,41.98,44.29
01:12:50,2.74,93.46,32.81,68.68,20.97
01:13:10,98.22,69.28,40.49,25.31,83.19
01:13:30,62.92,68.21,47.93,98.88,49.39
01:13:50,55.32,27.21,7.94,69.76,61.08
01:14:10,30.39,8.12,61.45,51.57,53.03
01:14:30,76.95,64.45,79.93,27.56,61.28
01:14:50,26.34,70.01,41.71,48.82,30.08
01:15:10,33.93,40.45,9.57,65.03,45.19
01:15:30,40.47,94.97,9.22,48.9,29.47
01:15:50,95.6,47.08,41.59,90.35,80.68
01:16:10,48.13,18.19,14.78,28.78,73.16
01:16:30,6.69,47.45,29.33,94.66,42.54
01:16:50,67.62,64.24,68.07,70.07,71.52
01:17:10,4.9,14.03,15.42,97.1,17.62
01:17:30,82.48,9.02,30.13,91.83,56.03
01:17:50,97.33,72.34,78.93,72.88,34.2
01:18:10,89.55,28.97,12.76,74.97,5.4
01:18:30,11.03,31.96,17.84,24.74,74.38
