Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
00:37:48,51.48,25.37,44.41,4.88,13.26
00:38:06,3.62,67.69,37.06,24.67,20.38
00:38:08,43.77,51.01,74.28,19.7,80.0
00:38:26,23.58,72.92,23.53,74.98,92.35
00:38:28,34.64,71.93,72.43,20.95,51.94
00:38:46,6.57,4.68,66.1,90.33,20.48
00:38:48,32.06,19.67,58.36,17.36,62.08
00:39:06,43.79,94.93,79.48,39.6,35.01
00:39:08,2.3,92.43,90.06,45.7,14.01
00:39:26,1.98,5.49,95.23,96.94,3.01
00:39:28,94.43,59.97,98.84,17.14,97.25
00:39:46,9.57,46.64,17.32,62.83,40.94
00:39:48,84.92,93.76,77.18,75.75,81.47
00:40:06,46.8,11.56,64.47,15.78,27.48
00:40:08,83.35,87.29,66.81,35.97,57.67
00:40:26,69.06,35.24,66.1,95.07,90.35
00:40:28,94.89,62.7,22.02,54.51,66.93
00:40:46,77.45,79.12,38.53,37.69,48.26
00:40:48,34.42,16.95,52.94,52.56,12.08
00:41:06,21.75,67.52,43.57,26.26,67.75
00:41:08,78.52,50.67,64.78,14.56,46.93
00:41:26,67.94,98.37,54.9,54.25,19.35
00:41:28,56.46,47.3,8.34,13.45,86.97
00:41:46,18.69,13.59,48.1,70.62,22.2
00:41:48,12.35,41.21,71.71,64.73,81.81
00:42:06,91.69,51.13,10.08,11.9,68.58
00:42:08,90.18,71.8,39.64,39.44,62.23
00:42:26,98.45,93.88,45.94,38.42,0.37
00:42:28,15.08,51.78,92.29,91.88,21.22
00:42:46,5.2,96.7,17.85,39.81,0.84
00:42:48,16.51,65.23,10.31,44.15,88.34
00:43:06,85.82,11.94,97.95,12.69,93.15
00:43:08,69.77,65.83,59.7,94.77,67.26
00:43:26,93.18,57.95,99.66,60.35,89.26
00:43:28,10.97,77.09,60.34,12.61,6.51
00:43:46,9.28,65.24,72.35,4.25,58.57
00:43:48,28.06,71.53,1.15,7.88,91.79
00:44:06,85.52,99.13,91.2,13.52,40.96
00:44:08,94.33,76.53,61.51,10.78,99.0
00:44:26,96.67,19.48,51.01,0.3,96.38
00:44:28,26.78,42.4,78.0,43.28,45.14
00:44:46,54.66,14.35,83.22,48.81,28.59
00:44:48,44.43,5.3,78.37,9.16,59.67
00:45:06,40.2,4.06,73.31,5.91,91.31
00:45:08,7.73,38.53,5.87,3.35,22.3
00:45:26,3.44,29.3,69.18,63.02,28.01
00:45:28,77.62,84.34,69.22,84.33,56.83
00:45:46,99.4,88.98,96.59,35.85,94.62
00:45:48,90.23,66.32,46.46,5.29,14.6
00:46:06,52.8,1.34,93.93,91.74,14.69
00:46:08,75.42,59.97,20.09,33.28,71.97
00:46:26,0.62,53.46,68.39,69.08,65.5
00:46:28,39.88,40.48,19.03,81.74,18.73
00:46:46,32.48,36.12,50.53,57.19,12.34
00:46:48,41.36,85.86,85.33,17.89,24.94
00:47:06,65.34,83.81,70.96,18.38,55.86
00:47:08,1.1,53.9,80.12,70.02,42.53
00:47:26,12.67,58.48,64.3,74.81,71.37
00:47:28,19.94,27.65,82.24,8.55,30.61
00:47:46,74.91,29.98,93.25,46.5,79.33
00:47:48,20.77,20.37,21.96,97.09,39.52
00:48:06,2.47,66.17,36.68,75.29,26.8
00:48:08,49.75,4.4,63.31,77.46,50.42
00:48:26,64.98,15.32,61.84,38.48,61.69
00:48:28,13.76,3.72,90.49,73.66,14.51
