Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
22:14:59,34.1,15.24,19.24,15.56,58.91
22:15:19,8.29,26.19,48.3,30.9,86.51
22:15:39,0.72,12.33,2.22,90.47,96.5
22:15:59,69.09,2.32,16.77,40.46,4.41
22:16:19,12.05,51.71,19.76,94.48,50.55
22:16:39,71.63,6.86,10.94,96.65,82.9
22:16:59,80.98,99.67,94.33,27.9,9.5
22:17:19,39.09,64.72,65.4,64.29,75.86
22:17:39,86.41,34.97,70.38,90.12,15.2
22:17:59,91.75,87.87,3.24,61.45,62.71
22:18:19,16.66,71.65,66.25,82.13,96.44
22:18:39,65.55,75.04,8.3,60.79,10.28
22:18:59,87.78,98.84,94.49,1.83,85.84
22:19:19,89.55,63.88,75.1,41.63,28.2
22:19:39,16.24,39.73,24.87,9.2,14.73
22:19:59,67.24,64.07,8.72,48.22,47.44
22:20:19,11.53,56.23,50.91,57.51,4.5
22:20:39,37.3,77.09,65.87,33.31,37.32
22:20:59,76.44,52.71,1.7,44.31,74.31
22:21:19,33.54,58.75,99.06,60.99,33.05
22:21:39,52.16,94.81,37.33,7.29,37.68
22:21:59,11.02,68.69,71.32,66.37,79.91
22:22:19,52.15,16.52,81.85,2.77,33.61
22:22:39,54.13,25.29,82.03,65.13,30.33
22:22:59,16.88,52.1,65.21,65.95,62.41
22:23:19,25.94,66.86,8.32,98.31,8.8
22:23:39,74.5,62.78,31.04,37.83,75.27
22:23:59,7.48,12.3,41.44,22.8,85.41
22:24:19,45.3,55.89,31.36,20.06,57.55
22:24:39,36.15,31.33,47.18,35.7,86.99
22:24:59,34.77,61.62,77.98,90.44,41.33
22:25:19,44.24,11.28,96.51,55.61,50.51
22:25:39,2.06,33.55,90.23,82.11,98.43
22:25:59,47.46,31.62,94.05,58.55,35.77
22:26:19,6.29,28.49,50.35,53.49,75.85
22:26:39,55.77,25.01,14.48,72.24,87.58
22:26:59,19.1,55.08,14.42,24.3,73.24
22:27:19,21.33,70.94,62.1,83.32,31.3
22:27:39,71.3,89.58,53.72,90.79,92.06
22:27:59,98.56,72.88,53.93,53.82,42.34
22:28:19,64.72,22.66,18.08,29.83,64.88
22:28:39,86.51,3.0,96.12,0.22,33.31
22:28:59,41.57,74.8,63.94,83.52,76.48
22:29:19,77.5,36.25,45.15,95.51,60.85
22:29:39,15.48,25.81,54.44,59.41,44.18
22:29:59,22.53,78.06,68.83,62.16,82.4
22:30:19,87.06,96.68,11.29,6.43,92.04
22:30:39,88.52,26.76,18.95,2.35,0.07
22:30:59,64.98,60.0,45.09,62.48,39.32
22:31:19,70.25,41.17,90.27,99.13,72.52
22:31:39,0.35,29.63,38.19,11.16,71.2
22:31:59,13.94,32.19,14.42,72.95,91.03
22:32:19,6.93,76.9,12.07,55.47,50.88
22:32:39,41.48,86.38,45.1,62.53,50.95
22:32:59,78.32,70.5,74.76,63.92,63.21
22:33:19,28.1,21.14,68.86,81.2,36.35
22:33:39,24.13,9.28,60.81,35.7,39.7
22:33:59,37.61,33.8,80.8,0.44,94.33
22:34:19,25.54,17.93,36.5,97.94,74.13
22:34:39,33.32,26.51,97.67,25.8,83.63
22:34:59,27.69,19.97,97.71,88.78,26.21
22:35:19,86.55,1.85,91.31,43.77,99.24
22:35:40,11.99,39.05,11.4,83.79,86.65
22:36:00,71.96,6.56,87.76,73.65,58.28
22:36:20,35.11,5.38,72.8,56.02,86.65
22:36:40,99.12,44.64,71.9,21.08,94.2
22:37:00,8.39,31.23,48.16,92.75,87.17
22:37:20,16.61,47.36,24.56,95.08,77.25
22:37:40,77.6,24.22,54.97,59.56,32.88
22:38:00,35.44,38.75,6.37,71.86,22.07
22:38:20,55.42,82.98,46.46,6.81,63.3
22:38:40,45.13,98.24,46.98,94.97,0.21
22:39:00,7.39,92.69,18.94,65.62,33.26
22:39:20,25.22,29.96,13.46,70.83,46.53
22:39:40,7.3,35.36,68.37,59.9,84.63
22:40:00,19.2,88.25,31.73,54.59,98.29
22:40:20,1.64,18.45,69.62,6.05,69.3
22:40:40,60.25,98.09,53.21,50.77,40.46
22:41:00,81.21,31.7,5.95,76.02,90.58
22:41:20,51.42,87.27,43.22,87.9,44.92
22:41:40,25.36,97.83,85.4,36.01,0.56
22:42:00,82.94,47.17,78.21,2.76,83.45
22:42:20,61.92,5.52,75.1,97.47,98.63
22:42:40,50.07,78.86,96.51,92.44,55.65
22:43:00,94.17,96.69,45.41,60.28,45.84
22:43:20,15.18,94.1,15.49,56.38,93.73
22:43:40,92.85,12.07,51.12,41.88,40.9
22:44:00,24.32,68.47,14.43,50.1,5.49
22:44:20,71.58,74.2,77.21,26.01,91.99
22:44:40,77.5,14.09,71.18,57.46,84.19
22:45:00,17.2,7.03,33.81,54.17,41.6
22:45:20,29.65,28.23,0.26,42.56,93.92
22:45:40,89.89,97.81,50.18,21.56,73.57
22:46:00,50.98,76.26,38.38,18.91,23.57
22:46:20,83.7,10.28,39.85,62.8,26.36
22:46:40,51.07,2.42,60.46,41.11,56.61
22:47:00,44.53,62.8,2.67,75.15,30.38
22:47:20,31.13,91.55,94.66,22.52,72.13
22:47:40,66.09,25.23,58.69,59.0,83.5
22:48:00,37.5,85.48,55.86,63.16,55.59
22:48:20,51.59,7.62,66.67,79.67,28.79
22:48:40,9.51,50.83,44.32,0.53,98.57
22:49:00,83.09,23.38,86.31,49.96,84.51
22:49:20,34.95,22.77,29.54,19.59,18.14
22:49:40,24.95,72.02,70.56,8.32,26.35
22:50:00,87.41,8.16,11.51,37.71,91.79
